tamilnadu,south,north
0,0,495450
0,0,495452
0,0,495454
0,0,495455
0,0,495550
0,0,495551
0,0,495552
0,0,495553
0,0,495554
0,0,495555
0,0,495556
0,0,495557
0,0,495559
0,0,495660
0,0,495661
0,0,495663
0,0,495668
0,0,495671
0,0,495674
0,0,495677
0,0,495682
0,0,495683
0,0,495684
0,0,495686
0,0,495687
0,0,495688
0,0,495689
0,0,495690
0,0,495691
0,0,495692
0,0,495695
0,0,496001
0,0,496005
0,0,496100
0,0,496107
0,0,496108
0,0,496109
0,0,496111
0,0,496113
0,0,496115
0,0,496116
0,0,496118
0,0,496220
0,0,496223
0,0,496224
0,0,496225
0,0,496227
0,0,496242
0,0,496245
0,0,496330
0,0,496331
0,0,496334
0,0,496336
0,0,496338
0,0,496440
0,0,496445
0,0,496450
0,0,496551
0,0,496554
0,0,496661
0,0,496665
0,0,497001
0,0,497101
0,0,497111
0,0,497114
0,0,497116
0,0,497117
0,0,497118
0,0,497119
0,0,497220
0,0,497223
0,0,497224
0,0,497225
0,0,497226
0,0,497229
0,0,497231
0,0,497235
0,0,497331
0,0,497333
0,0,497335
0,0,497339
0,0,497442
0,0,497446
0,0,497447
0,0,497448
0,0,497449
0,0,497451
0,0,497553
0,0,497555
0,0,497557
0,0,497559
0,0,497773
0,0,497778
0,0,571439
0,0,682551
0,0,682552
0,0,682553
0,0,682554
0,0,682555
0,0,682556
0,0,682557
0,0,682558
0,0,682559
0,0,700001
0,0,700002
0,0,700003
0,0,700004
0,0,700005
0,0,700006
0,0,700007
0,0,700008
0,0,700009
0,0,700010
0,0,700011
0,0,700012
0,0,700013
0,0,700014
0,0,700015
0,0,700016
0,0,700017
0,0,700018
0,0,700019
0,0,700020
0,0,700021
0,0,700022
0,0,700023
0,0,700024
0,0,700025
0,0,700026
0,0,700027
0,0,700028
0,0,700029
0,0,700030
0,0,700031
0,0,700032
0,0,700033
0,0,700034
0,0,700035
0,0,700036
0,0,700037
0,0,700038
0,0,700039
0,0,700040
0,0,700041
0,0,700042
0,0,700043
0,0,700044
0,0,700045
0,0,700046
0,0,700047
0,0,700048
0,0,700049
0,0,700050
0,0,700051
0,0,700052
0,0,700053
0,0,700054
0,0,700055
0,0,700056
0,0,700057
0,0,700058
0,0,700059
0,0,700060
0,0,700061
0,0,700062
0,0,700063
0,0,700064
0,0,700065
0,0,700066
0,0,700067
0,0,700068
0,0,700069
0,0,700070
0,0,700071
0,0,700072
0,0,700073
0,0,700074
0,0,700075
0,0,700076
0,0,700077
0,0,700078
0,0,700079
0,0,700080
0,0,700081
0,0,700082
0,0,700083
0,0,700084
0,0,700085
0,0,700086
0,0,700087
0,0,700088
0,0,700089
0,0,700090
0,0,700091
0,0,700092
0,0,700093
0,0,700094
0,0,700095
0,0,700096
0,0,700097
0,0,700098
0,0,700099
0,0,700100
0,0,700101
0,0,700102
0,0,700103
0,0,700104
0,0,700105
0,0,700106
0,0,700108
0,0,700109
0,0,700110
0,0,700111
0,0,700112
0,0,700113
0,0,700114
0,0,700115
0,0,700116
0,0,700117
0,0,700118
0,0,700119
0,0,700120
0,0,700121
0,0,700122
0,0,700123
0,0,700124
0,0,700125
0,0,700126
0,0,700127
0,0,700128
0,0,700129
0,0,700130
0,0,700131
0,0,700132
0,0,700133
0,0,700134
0,0,700135
0,0,700136
0,0,700137
0,0,700138
0,0,700139
0,0,700140
0,0,700141
0,0,700142
0,0,700143
0,0,700144
0,0,700145
0,0,700146
0,0,700147
0,0,700148
0,0,700149
0,0,700150
0,0,700151
0,0,700152
0,0,700153
0,0,700154
0,0,700155
0,0,700156
0,0,700157
0,0,700158
0,0,700159
0,0,711101
0,0,711102
0,0,711103
0,0,711104
0,0,711105
0,0,711106
0,0,711107
0,0,711108
0,0,711109
0,0,711110
0,0,711111
0,0,711112
0,0,711113
0,0,711114
0,0,711201
0,0,711202
0,0,711203
0,0,711204
0,0,711205
0,0,711225
0,0,711226
0,0,711227
0,0,711301
0,0,711302
0,0,711303
0,0,711304
0,0,711305
0,0,711306
0,0,711307
0,0,711308
0,0,711309
0,0,711310
0,0,711312
0,0,711313
0,0,711314
0,0,711315
0,0,711316
0,0,711317
0,0,711322
0,0,711401
0,0,711403
0,0,711404
0,0,711405
0,0,711408
0,0,711409
0,0,711410
0,0,711411
0,0,711412
0,0,711413
0,0,711414
0,0,712101
0,0,712102
0,0,712103
0,0,712104
0,0,712105
0,0,712121
0,0,712122
0,0,712123
0,0,712124
0,0,712125
0,0,712134
0,0,712135
0,0,712136
0,0,712137
0,0,712138
0,0,712139
0,0,712146
0,0,712147
0,0,712148
0,0,712149
0,0,712152
0,0,712201
0,0,712202
0,0,712203
0,0,712204
0,0,712221
0,0,712222
0,0,712223
0,0,712232
0,0,712233
0,0,712234
0,0,712235
0,0,712245
0,0,712246
0,0,712248
0,0,712249
0,0,712250
0,0,712258
0,0,712301
0,0,712302
0,0,712303
0,0,712304
0,0,712305
0,0,712306
0,0,712308
0,0,712310
0,0,712311
0,0,712401
0,0,712402
0,0,712403
0,0,712404
0,0,712405
0,0,712406
0,0,712407
0,0,712408
0,0,712409
0,0,712410
0,0,712412
0,0,712413
0,0,712414
0,0,712415
0,0,712416
0,0,712417
0,0,712501
0,0,712502
0,0,712503
0,0,712504
0,0,712512
0,0,712513
0,0,712514
0,0,712515
0,0,712601
0,0,712602
0,0,712611
0,0,712612
0,0,712613
0,0,712614
0,0,712615
0,0,712616
0,0,712617
0,0,712701
0,0,712702
0,0,712704
0,0,712706
0,0,713101
0,0,713102
0,0,713103
0,0,713104
0,0,713121
0,0,713122
0,0,713123
0,0,713124
0,0,713125
0,0,713126
0,0,713127
0,0,713128
0,0,713129
0,0,713130
0,0,713131
0,0,713140
0,0,713141
0,0,713142
0,0,713143
0,0,713144
0,0,713145
0,0,713146
0,0,713147
0,0,713148
0,0,713149
0,0,713150
0,0,713151
0,0,713152
0,0,713153
0,0,713154
0,0,713156
0,0,713166
0,0,713201
0,0,713202
0,0,713203
0,0,713204
0,0,713205
0,0,713206
0,0,713207
0,0,713208
0,0,713209
0,0,713210
0,0,713211
0,0,713212
0,0,713213
0,0,713214
0,0,713215
0,0,713216
0,0,713217
0,0,713219
0,0,713301
0,0,713302
0,0,713303
0,0,713304
0,0,713305
0,0,713315
0,0,713321
0,0,713322
0,0,713323
0,0,713324
0,0,713325
0,0,713326
0,0,713330
0,0,713331
0,0,713332
0,0,713333
0,0,713334
0,0,713335
0,0,713336
0,0,713337
0,0,713338
0,0,713339
0,0,713340
0,0,713341
0,0,713342
0,0,713343
0,0,713344
0,0,713346
0,0,713347
0,0,713357
0,0,713358
0,0,713359
0,0,713360
0,0,713361
0,0,713362
0,0,713363
0,0,713365
0,0,713369
0,0,713370
0,0,713371
0,0,713372
0,0,713373
0,0,713375
0,0,713376
0,0,713377
0,0,713378
0,0,713380
0,0,713381
0,0,713383
0,0,713384
0,0,713385
0,0,713386
0,0,713401
0,0,713402
0,0,713403
0,0,713404
0,0,713405
0,0,713406
0,0,713407
0,0,713408
0,0,713409
0,0,713420
0,0,713421
0,0,713422
0,0,713423
0,0,713424
0,0,713426
0,0,713427
0,0,713428
0,0,713502
0,0,713512
0,0,713513
0,0,713514
0,0,713515
0,0,713519
0,0,721101
0,0,721102
0,0,721121
0,0,721122
0,0,721124
0,0,721125
0,0,721126
0,0,721127
0,0,721128
0,0,721129
0,0,721130
0,0,721131
0,0,721132
0,0,721133
0,0,721134
0,0,721135
0,0,721136
0,0,721137
0,0,721139
0,0,721140
0,0,721143
0,0,721144
0,0,721145
0,0,721146
0,0,721147
0,0,721148
0,0,721149
0,0,721150
0,0,721151
0,0,721152
0,0,721153
0,0,721154
0,0,721155
0,0,721156
0,0,721157
0,0,721158
0,0,721159
0,0,721160
0,0,721161
0,0,721166
0,0,721167
0,0,721171
0,0,721172
0,0,721201
0,0,721211
0,0,721212
0,0,721222
0,0,721232
0,0,721242
0,0,721253
0,0,721260
0,0,721301
0,0,721302
0,0,721303
0,0,721304
0,0,721305
0,0,721306
0,0,721401
0,0,721420
0,0,721422
0,0,721423
0,0,721424
0,0,721425
0,0,721426
0,0,721427
0,0,721428
0,0,721429
0,0,721430
0,0,721431
0,0,721432
0,0,721433
0,0,721434
0,0,721435
0,0,721436
0,0,721437
0,0,721438
0,0,721439
0,0,721440
0,0,721441
0,0,721442
0,0,721443
0,0,721444
0,0,721445
0,0,721446
0,0,721447
0,0,721448
0,0,721449
0,0,721450
0,0,721451
0,0,721452
0,0,721453
0,0,721454
0,0,721455
0,0,721456
0,0,721457
0,0,721458
0,0,721463
0,0,721467
0,0,721501
0,0,721503
0,0,721504
0,0,721505
0,0,721506
0,0,721507
0,0,721513
0,0,721514
0,0,721515
0,0,721516
0,0,721517
0,0,721601
0,0,721602
0,0,721603
0,0,721604
0,0,721606
0,0,721607
0,0,721625
0,0,721626
0,0,721627
0,0,721628
0,0,721629
0,0,721631
0,0,721632
0,0,721633
0,0,721634
0,0,721635
0,0,721636
0,0,721641
0,0,721642
0,0,721643
0,0,721644
0,0,721645
0,0,721646
0,0,721647
0,0,721648
0,0,721649
0,0,721650
0,0,721651
0,0,721652
0,0,721653
0,0,721654
0,0,721655
0,0,721656
0,0,721657
0,0,721658
0,0,721659
0,0,722101
0,0,722102
0,0,722121
0,0,722122
0,0,722132
0,0,722133
0,0,722134
0,0,722135
0,0,722136
0,0,722137
0,0,722138
0,0,722139
0,0,722140
0,0,722141
0,0,722142
0,0,722143
0,0,722144
0,0,722146
0,0,722147
0,0,722148
0,0,722149
0,0,722150
0,0,722151
0,0,722152
0,0,722153
0,0,722154
0,0,722155
0,0,722156
0,0,722157
0,0,722158
0,0,722160
0,0,722161
0,0,722162
0,0,722164
0,0,722173
0,0,722183
0,0,722201
0,0,722202
0,0,722203
0,0,722204
0,0,722205
0,0,722206
0,0,722207
0,0,722208
0,0,723101
0,0,723102
0,0,723103
0,0,723104
0,0,723121
0,0,723126
0,0,723127
0,0,723128
0,0,723129
0,0,723130
0,0,723131
0,0,723132
0,0,723133
0,0,723142
0,0,723143
0,0,723145
0,0,723146
0,0,723147
0,0,723148
0,0,723149
0,0,723151
0,0,723152
0,0,723153
0,0,723154
0,0,723155
0,0,723156
0,0,723161
0,0,723168
0,0,723201
0,0,723202
0,0,723212
0,0,723213
0,0,723215
0,0,731101
0,0,731102
0,0,731103
0,0,731104
0,0,731121
0,0,731123
0,0,731124
0,0,731125
0,0,731126
0,0,731127
0,0,731129
0,0,731130
0,0,731132
0,0,731133
0,0,731201
0,0,731202
0,0,731204
0,0,731214
0,0,731215
0,0,731216
0,0,731218
0,0,731219
0,0,731220
0,0,731221
0,0,731222
0,0,731223
0,0,731224
0,0,731233
0,0,731234
0,0,731235
0,0,731236
0,0,731237
0,0,731238
0,0,731240
0,0,731241
0,0,731242
0,0,731243
0,0,731244
0,0,731245
0,0,731301
0,0,731302
0,0,731303
0,0,731304
0,0,732101
0,0,732102
0,0,732103
0,0,732121
0,0,732122
0,0,732123
0,0,732124
0,0,732125
0,0,732126
0,0,732127
0,0,732128
0,0,732138
0,0,732139
0,0,732140
0,0,732141
0,0,732142
0,0,732143
0,0,732144
0,0,732147
0,0,732150
0,0,732201
0,0,732202
0,0,732203
0,0,732204
0,0,732205
0,0,732206
0,0,732207
0,0,732208
0,0,732209
0,0,732210
0,0,732211
0,0,732212
0,0,732213
0,0,732214
0,0,732215
0,0,732216
0,0,733101
0,0,733102
0,0,733103
0,0,733121
0,0,733123
0,0,733124
0,0,733125
0,0,733126
0,0,733127
0,0,733128
0,0,733129
0,0,733130
0,0,733132
0,0,733133
0,0,733134
0,0,733140
0,0,733141
0,0,733142
0,0,733143
0,0,733145
0,0,733156
0,0,733158
0,0,733201
0,0,733202
0,0,733207
0,0,733208
0,0,733209
0,0,733210
0,0,733215
0,0,734001
0,0,734003
0,0,734004
0,0,734005
0,0,734006
0,0,734007
0,0,734008
0,0,734009
0,0,734010
0,0,734011
0,0,734012
0,0,734013
0,0,734014
0,0,734015
0,0,734101
0,0,734102
0,0,734103
0,0,734104
0,0,734105
0,0,734121
0,0,734123
0,0,734124
0,0,734201
0,0,734203
0,0,734204
0,0,734213
0,0,734214
0,0,734215
0,0,734216
0,0,734217
0,0,734218
0,0,734219
0,0,734220
0,0,734221
0,0,734222
0,0,734223
0,0,734224
0,0,734226
0,0,734227
0,0,734301
0,0,734311
0,0,734312
0,0,734313
0,0,734314
0,0,734315
0,0,734316
0,0,734317
0,0,734320
0,0,734321
0,0,734421
0,0,734423
0,0,734424
0,0,734425
0,0,734426
0,0,734427
0,0,734429
0,0,734431
0,0,734434
0,0,734436
0,0,734501
0,0,734503
0,0,735101
0,0,735102
0,0,735121
0,0,735122
0,0,735132
0,0,735133
0,0,735134
0,0,735135
0,0,735202
0,0,735203
0,0,735204
0,0,735205
0,0,735206
0,0,735207
0,0,735208
0,0,735209
0,0,735210
0,0,735211
0,0,735212
0,0,735213
0,0,735214
0,0,735215
0,0,735216
0,0,735217
0,0,735218
0,0,735219
0,0,735220
0,0,735221
0,0,735222
0,0,735223
0,0,735224
0,0,735225
0,0,735226
0,0,735227
0,0,735228
0,0,735229
0,0,735230
0,0,735231
0,0,735232
0,0,735233
0,0,735234
0,0,735301
0,0,735302
0,0,735303
0,0,735304
0,0,735305
0,0,736101
0,0,736121
0,0,736122
0,0,736123
0,0,736131
0,0,736133
0,0,736134
0,0,736135
0,0,736145
0,0,736146
0,0,736156
0,0,736157
0,0,736158
0,0,736159
0,0,736160
0,0,736165
0,0,736167
0,0,736168
0,0,736169
0,0,736170
0,0,736171
0,0,736172
0,0,736176
0,0,736179
0,0,736182
0,0,736201
0,0,736202
0,0,736203
0,0,736204
0,0,736205
0,0,736206
0,0,736207
0,0,736208
0,0,737101
0,0,737102
0,0,737103
0,0,737106
0,0,737107
0,0,737111
0,0,737113
0,0,737116
0,0,737117
0,0,737118
0,0,737119
0,0,737120
0,0,737121
0,0,737126
0,0,737128
0,0,737131
0,0,737132
0,0,737133
0,0,737134
0,0,737135
0,0,737136
0,0,737138
0,0,737139
0,0,741101
0,0,741102
0,0,741103
0,0,741121
0,0,741122
0,0,741123
0,0,741124
0,0,741125
0,0,741126
0,0,741127
0,0,741137
0,0,741138
0,0,741139
0,0,741140
0,0,741150
0,0,741151
0,0,741152
0,0,741153
0,0,741154
0,0,741155
0,0,741156
0,0,741157
0,0,741158
0,0,741159
0,0,741160
0,0,741161
0,0,741162
0,0,741163
0,0,741164
0,0,741165
0,0,741166
0,0,741167
0,0,741181
0,0,741201
0,0,741202
0,0,741221
0,0,741222
0,0,741223
0,0,741232
0,0,741234
0,0,741235
0,0,741238
0,0,741245
0,0,741246
0,0,741247
0,0,741248
0,0,741249
0,0,741250
0,0,741251
0,0,741252
0,0,741253
0,0,741254
0,0,741255
0,0,741256
0,0,741257
0,0,741301
0,0,741302
0,0,741313
0,0,741315
0,0,741316
0,0,741317
0,0,741319
0,0,741401
0,0,741402
0,0,741404
0,0,741501
0,0,741502
0,0,741503
0,0,741504
0,0,741505
0,0,741506
0,0,741507
0,0,741508
0,0,741509
0,0,742101
0,0,742102
0,0,742103
0,0,742104
0,0,742113
0,0,742121
0,0,742122
0,0,742123
0,0,742132
0,0,742133
0,0,742134
0,0,742135
0,0,742136
0,0,742137
0,0,742138
0,0,742140
0,0,742147
0,0,742148
0,0,742149
0,0,742151
0,0,742159
0,0,742160
0,0,742161
0,0,742163
0,0,742164
0,0,742165
0,0,742166
0,0,742168
0,0,742174
0,0,742175
0,0,742184
0,0,742187
0,0,742189
0,0,742201
0,0,742202
0,0,742212
0,0,742213
0,0,742223
0,0,742224
0,0,742225
0,0,742226
0,0,742227
0,0,742235
0,0,742236
0,0,742237
0,0,742238
0,0,742301
0,0,742302
0,0,742303
0,0,742304
0,0,742305
0,0,742306
0,0,742308
0,0,742401
0,0,742402
0,0,742404
0,0,742405
0,0,742406
0,0,742407
0,0,742408
0,0,742409
0,0,743122
0,0,743123
0,0,743124
0,0,743125
0,0,743126
0,0,743127
0,0,743128
0,0,743129
0,0,743130
0,0,743133
0,0,743134
0,0,743135
0,0,743136
0,0,743144
0,0,743145
0,0,743165
0,0,743166
0,0,743193
0,0,743194
0,0,743221
0,0,743222
0,0,743223
0,0,743232
0,0,743233
0,0,743234
0,0,743235
0,0,743245
0,0,743247
0,0,743248
0,0,743249
0,0,743251
0,0,743252
0,0,743262
0,0,743263
0,0,743268
0,0,743270
0,0,743271
0,0,743272
0,0,743273
0,0,743286
0,0,743287
0,0,743289
0,0,743290
0,0,743291
0,0,743292
0,0,743293
0,0,743294
0,0,743297
0,0,743312
0,0,743318
0,0,743329
0,0,743330
0,0,743331
0,0,743332
0,0,743336
0,0,743337
0,0,743338
0,0,743345
0,0,743347
0,0,743348
0,0,743349
0,0,743351
0,0,743354
0,0,743355
0,0,743356
0,0,743357
0,0,743363
0,0,743368
0,0,743370
0,0,743371
0,0,743372
0,0,743373
0,0,743374
0,0,743375
0,0,743376
0,0,743377
0,0,743378
0,0,743383
0,0,743387
0,0,743395
0,0,743399
0,0,743401
0,0,743405
0,0,743411
0,0,743412
0,0,743422
0,0,743423
0,0,743424
0,0,743425
0,0,743426
0,0,743427
0,0,743428
0,0,743429
0,0,743435
0,0,743437
0,0,743438
0,0,743439
0,0,743442
0,0,743445
0,0,743446
0,0,743456
0,0,743502
0,0,743503
0,0,743504
0,0,743513
0,0,743609
0,0,743610
0,0,743611
0,0,743613
0,0,743701
0,0,743702
0,0,743704
0,0,743710
0,0,743711
0,0,744101
0,0,744102
0,0,744103
0,0,744104
0,0,744105
0,0,744106
0,0,744107
0,0,744112
0,0,744201
0,0,744202
0,0,744203
0,0,744204
0,0,744205
0,0,744206
0,0,744207
0,0,744209
0,0,744210
0,0,744211
0,0,744301
0,0,744302
0,0,744303
0,0,744304
0,0,751001
0,0,751002
0,0,751003
0,0,751004
0,0,751005
0,0,751006
0,0,751007
0,0,751008
0,0,751009
0,0,751010
0,0,751011
0,0,751012
0,0,751013
0,0,751014
0,0,751015
0,0,751016
0,0,751017
0,0,751018
0,0,751019
0,0,751020
0,0,751021
0,0,751022
0,0,751023
0,0,751024
0,0,751025
0,0,751029
0,0,751030
0,0,752001
0,0,752002
0,0,752003
0,0,752011
0,0,752012
0,0,752013
0,0,752014
0,0,752015
0,0,752016
0,0,752017
0,0,752018
0,0,752019
0,0,752020
0,0,752021
0,0,752022
0,0,752023
0,0,752024
0,0,752025
0,0,752026
0,0,752027
0,0,752030
0,0,752031
0,0,752032
0,0,752034
0,0,752035
0,0,752037
0,0,752038
0,0,752045
0,0,752046
0,0,752050
0,0,752054
0,0,752055
0,0,752056
0,0,752057
0,0,752060
0,0,752061
0,0,752062
0,0,752063
0,0,752064
0,0,752065
0,0,752066
0,0,752068
0,0,752069
0,0,752070
0,0,752077
0,0,752078
0,0,752079
0,0,752080
0,0,752081
0,0,752082
0,0,752083
0,0,752084
0,0,752085
0,0,752089
0,0,752090
0,0,752091
0,0,752092
0,0,752093
0,0,752094
0,0,752100
0,0,752101
0,0,752102
0,0,752103
0,0,752104
0,0,752105
0,0,752106
0,0,752107
0,0,752108
0,0,752109
0,0,752110
0,0,752111
0,0,752113
0,0,752114
0,0,752115
0,0,752116
0,0,752118
0,0,752119
0,0,752120
0,0,752121
0,0,753001
0,0,753002
0,0,753003
0,0,753004
0,0,753006
0,0,753007
0,0,753008
0,0,753009
0,0,753010
0,0,753011
0,0,753012
0,0,753013
0,0,753014
0,0,753015
0,0,754001
0,0,754002
0,0,754003
0,0,754004
0,0,754005
0,0,754006
0,0,754007
0,0,754008
0,0,754009
0,0,754010
0,0,754011
0,0,754012
0,0,754013
0,0,754018
0,0,754021
0,0,754022
0,0,754023
0,0,754024
0,0,754025
0,0,754026
0,0,754027
0,0,754028
0,0,754029
0,0,754030
0,0,754031
0,0,754032
0,0,754035
0,0,754037
0,0,754071
0,0,754082
0,0,754100
0,0,754102
0,0,754103
0,0,754104
0,0,754105
0,0,754106
0,0,754107
0,0,754108
0,0,754109
0,0,754110
0,0,754111
0,0,754112
0,0,754113
0,0,754114
0,0,754119
0,0,754120
0,0,754130
0,0,754131
0,0,754132
0,0,754133
0,0,754134
0,0,754135
0,0,754136
0,0,754137
0,0,754138
0,0,754139
0,0,754140
0,0,754141
0,0,754142
0,0,754143
0,0,754145
0,0,754153
0,0,754159
0,0,754160
0,0,754162
0,0,754200
0,0,754201
0,0,754202
0,0,754203
0,0,754204
0,0,754205
0,0,754206
0,0,754207
0,0,754208
0,0,754209
0,0,754210
0,0,754211
0,0,754212
0,0,754213
0,0,754214
0,0,754215
0,0,754216
0,0,754217
0,0,754218
0,0,754219
0,0,754220
0,0,754221
0,0,754222
0,0,754223
0,0,754224
0,0,754225
0,0,754227
0,0,754228
0,0,754231
0,0,754239
0,0,754240
0,0,754244
0,0,754245
0,0,754246
0,0,754248
0,0,754250
0,0,754253
0,0,754289
0,0,754290
0,0,754292
0,0,754293
0,0,754294
0,0,754295
0,0,754296
0,0,755001
0,0,755003
0,0,755004
0,0,755005
0,0,755006
0,0,755007
0,0,755008
0,0,755009
0,0,755010
0,0,755011
0,0,755012
0,0,755013
0,0,755014
0,0,755015
0,0,755016
0,0,755017
0,0,755018
0,0,755019
0,0,755020
0,0,755022
0,0,755023
0,0,755024
0,0,755025
0,0,755026
0,0,755027
0,0,755028
0,0,755036
0,0,755043
0,0,755044
0,0,755049
0,0,755050
0,0,755051
0,0,755061
0,0,755062
0,0,756001
0,0,756002
0,0,756003
0,0,756019
0,0,756020
0,0,756021
0,0,756022
0,0,756023
0,0,756024
0,0,756025
0,0,756026
0,0,756027
0,0,756028
0,0,756029
0,0,756030
0,0,756032
0,0,756033
0,0,756034
0,0,756035
0,0,756036
0,0,756037
0,0,756038
0,0,756039
0,0,756040
0,0,756041
0,0,756042
0,0,756043
0,0,756044
0,0,756045
0,0,756046
0,0,756047
0,0,756048
0,0,756049
0,0,756051
0,0,756055
0,0,756056
0,0,756058
0,0,756059
0,0,756060
0,0,756079
0,0,756080
0,0,756081
0,0,756083
0,0,756084
0,0,756085
0,0,756086
0,0,756087
0,0,756100
0,0,756101
0,0,756111
0,0,756112
0,0,756113
0,0,756114
0,0,756115
0,0,756116
0,0,756117
0,0,756118
0,0,756119
0,0,756120
0,0,756121
0,0,756122
0,0,756123
0,0,756124
0,0,756125
0,0,756126
0,0,756127
0,0,756128
0,0,756129
0,0,756130
0,0,756131
0,0,756132
0,0,756133
0,0,756134
0,0,756135
0,0,756137
0,0,756138
0,0,756139
0,0,756144
0,0,756162
0,0,756163
0,0,756164
0,0,756165
0,0,756166
0,0,756167
0,0,756168
0,0,756171
0,0,756181
0,0,756182
0,0,757001
0,0,757002
0,0,757003
0,0,757014
0,0,757016
0,0,757017
0,0,757018
0,0,757019
0,0,757020
0,0,757021
0,0,757022
0,0,757023
0,0,757024
0,0,757025
0,0,757026
0,0,757027
0,0,757028
0,0,757029
0,0,757030
0,0,757031
0,0,757032
0,0,757033
0,0,757034
0,0,757035
0,0,757036
0,0,757037
0,0,757038
0,0,757039
0,0,757040
0,0,757041
0,0,757042
0,0,757043
0,0,757045
0,0,757046
0,0,757047
0,0,757048
0,0,757049
0,0,757050
0,0,757051
0,0,757052
0,0,757053
0,0,757054
0,0,757055
0,0,757073
0,0,757074
0,0,757075
0,0,757077
0,0,757079
0,0,757081
0,0,757082
0,0,757083
0,0,757084
0,0,757085
0,0,757086
0,0,757087
0,0,757091
0,0,757092
0,0,757093
0,0,757100
0,0,757101
0,0,757102
0,0,757103
0,0,757104
0,0,757105
0,0,757106
0,0,757107
0,0,758001
0,0,758002
0,0,758013
0,0,758014
0,0,758015
0,0,758016
0,0,758017
0,0,758018
0,0,758019
0,0,758020
0,0,758021
0,0,758022
0,0,758023
0,0,758025
0,0,758026
0,0,758027
0,0,758028
0,0,758029
0,0,758030
0,0,758031
0,0,758032
0,0,758034
0,0,758035
0,0,758036
0,0,758037
0,0,758038
0,0,758040
0,0,758041
0,0,758043
0,0,758044
0,0,758045
0,0,758046
0,0,758047
0,0,758076
0,0,758078
0,0,758079
0,0,758080
0,0,758081
0,0,758082
0,0,758083
0,0,758084
0,0,758085
0,0,758086
0,0,758087
0,0,759001
0,0,759013
0,0,759014
0,0,759015
0,0,759016
0,0,759017
0,0,759018
0,0,759019
0,0,759020
0,0,759021
0,0,759022
0,0,759023
0,0,759024
0,0,759025
0,0,759026
0,0,759027
0,0,759028
0,0,759037
0,0,759039
0,0,759040
0,0,759100
0,0,759101
0,0,759102
0,0,759103
0,0,759104
0,0,759105
0,0,759106
0,0,759107
0,0,759111
0,0,759116
0,0,759117
0,0,759118
0,0,759119
0,0,759120
0,0,759121
0,0,759122
0,0,759123
0,0,759124
0,0,759125
0,0,759126
0,0,759127
0,0,759128
0,0,759129
0,0,759130
0,0,759132
0,0,759141
0,0,759143
0,0,759145
0,0,759146
0,0,759147
0,0,759148
0,0,760001
0,0,760002
0,0,760003
0,0,760004
0,0,760005
0,0,760006
0,0,760007
0,0,760008
0,0,760009
0,0,760010
0,0,761001
0,0,761002
0,0,761003
0,0,761004
0,0,761005
0,0,761006
0,0,761007
0,0,761008
0,0,761009
0,0,761010
0,0,761011
0,0,761012
0,0,761013
0,0,761014
0,0,761015
0,0,761016
0,0,761017
0,0,761018
0,0,761019
0,0,761020
0,0,761025
0,0,761026
0,0,761027
0,0,761028
0,0,761029
0,0,761030
0,0,761031
0,0,761032
0,0,761035
0,0,761037
0,0,761041
0,0,761042
0,0,761043
0,0,761045
0,0,761052
0,0,761054
0,0,761055
0,0,761100
0,0,761101
0,0,761102
0,0,761103
0,0,761104
0,0,761105
0,0,761106
0,0,761107
0,0,761108
0,0,761109
0,0,761110
0,0,761111
0,0,761114
0,0,761115
0,0,761116
0,0,761117
0,0,761118
0,0,761119
0,0,761120
0,0,761121
0,0,761122
0,0,761123
0,0,761124
0,0,761125
0,0,761126
0,0,761131
0,0,761132
0,0,761133
0,0,761140
0,0,761141
0,0,761143
0,0,761144
0,0,761146
0,0,761151
0,0,761200
0,0,761201
0,0,761206
0,0,761207
0,0,761208
0,0,761209
0,0,761210
0,0,761211
0,0,761212
0,0,761213
0,0,761214
0,0,761215
0,0,761217
0,0,762001
0,0,762002
0,0,762010
0,0,762011
0,0,762012
0,0,762013
0,0,762014
0,0,762015
0,0,762016
0,0,762017
0,0,762018
0,0,762019
0,0,762020
0,0,762021
0,0,762022
0,0,762023
0,0,762024
0,0,762026
0,0,762027
0,0,762028
0,0,762029
0,0,762030
0,0,762100
0,0,762101
0,0,762102
0,0,762103
0,0,762104
0,0,762105
0,0,762106
0,0,762107
0,0,762109
0,0,762110
0,0,762112
0,0,763001
0,0,763002
0,0,763003
0,0,763004
0,0,763008
0,0,764001
0,0,764002
0,0,764003
0,0,764004
0,0,764005
0,0,764006
0,0,764011
0,0,764014
0,0,764020
0,0,764021
0,0,764027
0,0,764028
0,0,764036
0,0,764037
0,0,764038
0,0,764039
0,0,764040
0,0,764041
0,0,764042
0,0,764043
0,0,764044
0,0,764045
0,0,764046
0,0,764047
0,0,764048
0,0,764049
0,0,764051
0,0,764052
0,0,764055
0,0,764056
0,0,764057
0,0,764058
0,0,764059
0,0,764061
0,0,764062
0,0,764063
0,0,764070
0,0,764071
0,0,764072
0,0,764073
0,0,764074
0,0,764075
0,0,764076
0,0,764077
0,0,764078
0,0,764081
0,0,764085
0,0,764086
0,0,764087
0,0,764088
0,0,765001
0,0,765002
0,0,765013
0,0,765015
0,0,765016
0,0,765017
0,0,765018
0,0,765019
0,0,765020
0,0,765021
0,0,765022
0,0,765023
0,0,765024
0,0,765025
0,0,765026
0,0,765029
0,0,765033
0,0,765034
0,0,766001
0,0,766002
